Location 1,Location 2,Price,Rooms,Bathrooms,Car Parks,Type,Area (in Square meter),Furnishing
Cheras,Kuala Lumpur,2800000,8,7,0,Land area,5900,Partly
KLCC,Kuala Lumpur,880000,1,1,0,Built-up,592,Fully
Taman Tun Dr Ismail,Kuala Lumpur,2500000,4,3,0,Land area,5985,Partly
Kepong,Kuala Lumpur,930000,6,4,0,Land area,4130,Partly
City Centre,Kuala Lumpur,7200000,6,6,0,Built-up,6000,Partly
Titiwangsa,Kuala Lumpur,2800000,6,6,0,Built-up,6000,Partly
Taman Tun Dr Ismail,Kuala Lumpur,7500000,7,6,0,Built-up,6000,Partly
Titiwangsa,Kuala Lumpur,2500000,6,6,0,Built-up,6000,Partly
Sri Hartamas,Kuala Lumpur,4700000,6,6,0,Built-up,6000,Fully
Seputeh,Kuala Lumpur,5700000,6,6,0,Built-up,6038,Partly
KLCC,Kuala Lumpur,7460000,4,5,0,Built-up,6105,Partly
Sungai Besi,Kuala Lumpur,1150000,5,4,0,Built-up,6300,Unfurnished
Damansara Heights,Kuala Lumpur,4390000,6,5,0,Built-up,6360,Partly
Ampang Hilir,Kuala Lumpur,7730000,5,4,0,Built-up,6490,Partly
Jalan Ipoh,Kuala Lumpur,4900000,7,7,0,Built-up,6500,Fully
Mont Kiara,Kuala Lumpur,3600000,4,6,0,Built-up,6600,Fully
Cheras,Kuala Lumpur,1990000,7,8,0,Built-up,6700,Partly
Cheras,Kuala Lumpur,4350000,7,7,0,Built-up,6900,Unfurnished
Bangsar,Kuala Lumpur,10369500,5,7,0,Built-up,6913,Partly
Cheras,Kuala Lumpur,4250000,6,7,0,Built-up,6931,Fully
Cheras,Kuala Lumpur,415000,1,1,0,Built-up,600,Partly
Setapak,Kuala Lumpur,270000,2,1,0,Built-up,600,Partly
Wangsa Maju,Kuala Lumpur,210000,2,1,0,Built-up,600,Unfurnished
Wangsa Maju,Kuala Lumpur,220000,2,1,0,Built-up,600,Partly
Taman Desa,Kuala Lumpur,225000,2,1,0,Built-up,600,Unfurnished
Sri Hartamas,Kuala Lumpur,430000,1,1,0,Built-up,600,Fully
Batu Caves,Kuala Lumpur,135000,2,1,0,Built-up,600,Partly
Jalan Klang Lama,Kuala Lumpur,200000,1,1,0,Land area,600,Unfurnished
Setapak,Kuala Lumpur,260000,2,1,0,Built-up,600,Partly
Setapak,Kuala Lumpur,180000,3,1,0,Built-up,600,Partly
Setapak,Kuala Lumpur,245000,2,1,0,Land area,600,Partly
Setapak,Kuala Lumpur,230000,2,1,0,Land area,600,Partly
Wangsa Maju,Kuala Lumpur,250000,2,1,0,Built-up,600,Partly
Setapak,Kuala Lumpur,270000,2,1,0,Built-up,600,Partly
KLCC,Kuala Lumpur,578000,1,1,0,Land area,600,Partly
Sri Hartamas,Kuala Lumpur,1820,1,1,0,Built-up,600,Fully
Wangsa Maju,Kuala Lumpur,200000,2,1,0,Built-up,600,Unfurnished
Jalan Klang Lama,Kuala Lumpur,3200000,7,6,0,Land area,6000,Partly
Jalan Klang Lama,Kuala Lumpur,3880000,7,5,0,Land area,6000,Partly
Ampang,Kuala Lumpur,3100000,7,5,0,Land area,6000,Partly
Cheras,Kuala Lumpur,2700000,7,7,0,Land area,6000,Partly
Taman Tun Dr Ismail,Kuala Lumpur,2600000,4,4,0,Land area,6000,Partly
Ampang,Kuala Lumpur,3000000,7,5,0,Land area,6000,Partly
Ampang,Kuala Lumpur,3000000,7,5,0,Land area,6000,Partly
Titiwangsa,Kuala Lumpur,2800000,5,4,0,Land area,6000,Fully
Sri Petaling,Kuala Lumpur,3200000,6,5,0,Land area,6000,Partly
Sri Petaling,Kuala Lumpur,3200000,6,5,0,Land area,6000,Partly
Taman Tun Dr Ismail,Kuala Lumpur,2600000,4,3,0,Land area,6000,Partly
Bangsar,Kuala Lumpur,6500000,5,5,0,Land area,6000,Fully
Titiwangsa,Kuala Lumpur,2800000,5,5,0,Land area,6000,Partly
Ampang,Kuala Lumpur,3700000,5,4,0,Land area,6000,Fully
Sri Petaling,Kuala Lumpur,3000000,5,5,0,Land area,6000,Partly
Titiwangsa,Kuala Lumpur,2800000,5,5,0,Land area,6000,Partly
Damansara Heights,Kuala Lumpur,5500000,6,7,0,Land area,6000,Partly
Taman Tun Dr Ismail,Kuala Lumpur,4650000,5,4,0,Land area,6006,Partly
Taman Desa,Kuala Lumpur,220000,2,1,0,Built-up,603,Unfurnished
KLCC,Kuala Lumpur,980000,1,1,0,Built-up,603,Fully
KLCC,Kuala Lumpur,760000,1,1,0,Built-up,603,Fully
KLCC,Kuala Lumpur,904500,1,1,0,Built-up,603,Fully
KLCC,Kuala Lumpur,980000,1,1,0,Built-up,603,Fully
KLCC,Kuala Lumpur,960000,1,1,0,Built-up,603,Fully
KLCC,Kuala Lumpur,948000,1,1,0,Built-up,603,Partly
KLCC,Kuala Lumpur,780000,1,1,0,Built-up,603,Fully
KLCC,Kuala Lumpur,1150000,1,1,0,Built-up,603,Fully
KLCC,Kuala Lumpur,968000,1,1,0,Built-up,605,Fully
Kepong,Kuala Lumpur,3400000,6,6,0,Land area,4800,Unfurnished
Cheras,Kuala Lumpur,2300000,6,6,0,Land area,4800,Partly
Cheras,Kuala Lumpur,365000,1,1,0,Built-up,610,Fully
Cheras,Kuala Lumpur,330000,1,1,0,Built-up,610,Fully
Cheras,Kuala Lumpur,346000,1,1,0,Built-up,610,Fully
Cheras,Kuala Lumpur,348000,1,1,0,Built-up,610,Fully
Cheras,Kuala Lumpur,345000,1,1,0,Built-up,610,Partly
KLCC,Kuala Lumpur,830000,1,1,0,Built-up,610,Fully
KLCC,Kuala Lumpur,780000,1,1,0,Built-up,610,Fully
Cheras,Kuala Lumpur,380000,1,1,0,Built-up,610,Fully
Sri Petaling,Kuala Lumpur,3400000,4,5,0,Land area,6100,Unfurnished
Damansara Heights,Kuala Lumpur,8300000,10,10,0,Land area,6103,Partly
KLCC,Kuala Lumpur,540000,1,1,0,Built-up,616,Fully
Setapak,Kuala Lumpur,360000,1,1,0,Built-up,618,Partly
Cheras,Kuala Lumpur,350000,1,1,0,Built-up,619,Partly
Taman Desa,Kuala Lumpur,228000,2,2,0,Built-up,620,Partly
Kuchai Lama,Kuala Lumpur,205000,3,1,0,Built-up,620,Fully
Jalan Klang Lama,Kuala Lumpur,143000,3,2,0,Built-up,620,Partly
Damansara Heights,Kuala Lumpur,5850000,7,7,0,Land area,6200,Partly
Cheras,Kuala Lumpur,2400000,5,4,0,Land area,6200,Partly
Ampang,Kuala Lumpur,4800000,5,5,0,Land area,6200,Partly
Setapak,Kuala Lumpur,2600000,5,4,0,Land area,6230,Unfurnished
Bukit Bintang,Kuala Lumpur,680000,1,1,0,Land area,624,Fully
Bukit Bintang,Kuala Lumpur,780000,2,1,0,Built-up,624,Fully
Bukit Bintang,Kuala Lumpur,698000,1,1,0,Land area,624,Fully
Bukit Bintang,Kuala Lumpur,680000,1,1,0,Built-up,624,Fully
Bukit Bintang,Kuala Lumpur,680000,1,1,0,Built-up,624,Fully
Bukit Bintang,Kuala Lumpur,1030000,1,1,0,Built-up,624,Fully
Wangsa Maju,Kuala Lumpur,210000,2,1,0,Built-up,624,Partly
KL City,Kuala Lumpur,950000,2,2,0,Built-up,625,Fully
Jalan Sultan Ismail,Kuala Lumpur,540000,1,1,0,Built-up,625,Fully
Jalan Sultan Ismail,Kuala Lumpur,540000,1,1,0,Built-up,625,Fully
KL City,Kuala Lumpur,1000000,1,1,0,Built-up,625,Partly
City Centre,Kuala Lumpur,610000,1,1,0,Built-up,625,Fully
KLCC,Kuala Lumpur,980000,1,1,0,Built-up,627,Fully
KLCC,Kuala Lumpur,1000000,1,1,0,Built-up,627,Fully
KLCC,Kuala Lumpur,980000,1,1,0,Built-up,627,Fully
KLCC,Kuala Lumpur,948000,1,1,0,Built-up,627,Partly
KLCC,Kuala Lumpur,980000,1,1,0,Built-up,627,Fully
KLCC,Kuala Lumpur,1065900,1,1,0,Built-up,627,Fully
Kepong,Kuala Lumpur,398000,3,2,0,Built-up,630,Partly
Kepong,Kuala Lumpur,465000,3,3,0,Land area,630,Partly
Segambut,Kuala Lumpur,420000,3,2,0,Land area,630,Unfurnished
Segambut,Kuala Lumpur,480000,3,3,0,Land area,630,Partly
Kepong,Kuala Lumpur,365000,3,2,0,Built-up,630,Partly
Kepong,Kuala Lumpur,480000,3,2,0,Land area,630,Partly
Kepong,Kuala Lumpur,350000,3,2,0,Built-up,630,Partly
Kepong,Kuala Lumpur,480000,3,2,0,Land area,630,Partly
Bukit Bintang,Kuala Lumpur,620000,1,1,0,Built-up,630,Fully
KLCC,Kuala Lumpur,1130000,1,1,0,Built-up,630,Partly
KLCC,Kuala Lumpur,1090000,1,1,0,Built-up,630,Partly
Segambut,Kuala Lumpur,438000,3,2,0,Land area,630,Partly
Segambut,Kuala Lumpur,400000,3,2,0,Land area,630,Unfurnished
Sentul,Kuala Lumpur,480000,3,2,0,Land area,630,Partly
KLCC,Kuala Lumpur,1100000,1,1,0,Built-up,630,Partly
Damansara Heights,Kuala Lumpur,6500000,6,6,0,Land area,6300,Partly
Taman Tun Dr Ismail,Kuala Lumpur,4900000,5,4,0,Land area,6300,Partly
Damansara Heights,Kuala Lumpur,4500000,6,5,0,Land area,6300,Partly
Damansara Heights,Kuala Lumpur,4600000,6,6,0,Land area,6300,Partly
KLCC,Kuala Lumpur,1388200,1,1,0,Built-up,631,Fully
KLCC,Kuala Lumpur,950000,1,1,0,Built-up,631,Fully
KLCC,Kuala Lumpur,1388200,1,1,0,Built-up,631,Fully
Mont Kiara,Kuala Lumpur,748000,1,1,0,Built-up,633,Fully
City Centre,Kuala Lumpur,880000,1,1,0,Built-up,633,Fully
Bangsar,Kuala Lumpur,4400000,6,5,0,Land area,6335,Partly
Bangsar,Kuala Lumpur,4117750,4,5,0,Land area,6335,Partly
Bangsar,Kuala Lumpur,4100000,7,7,0,Land area,6335,Unfurnished
KLCC,Kuala Lumpur,1050000,1,1,0,Built-up,635,Fully
Cheras,Kuala Lumpur,175000,3,1,0,Built-up,635,Partly
Damansara Heights,Kuala Lumpur,4700000,6,6,0,Land area,6360,Partly
Damansara Heights,Kuala Lumpur,4650000,6,6,0,Land area,6360,Fully
Bangsar South,Kuala Lumpur,530000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,598000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,580000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,600000,1,1,0,Built-up,638,Partly
Bangsar South,Kuala Lumpur,580000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,600000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,575000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,610000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,570000,1,1,0,Built-up,638,Partly
KLCC,Kuala Lumpur,640000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,578000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,558000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,610000,1,1,0,Built-up,638,Fully
KLCC,Kuala Lumpur,690000,1,1,0,Built-up,638,Fully
KLCC,Kuala Lumpur,640000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,699000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,570000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,620000,1,1,0,Built-up,638,Partly
Bangsar South,Kuala Lumpur,570000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,600000,1,1,0,Built-up,638,Unfurnished
Bangsar South,Kuala Lumpur,580000,1,1,0,Built-up,638,Fully
Bangsar South,Kuala Lumpur,620000,1,1,0,Built-up,638,Fully
KLCC,Kuala Lumpur,630000,1,1,0,Built-up,639,Fully
KLCC,Kuala Lumpur,650000,1,1,0,Built-up,639,Fully
Ampang,Kuala Lumpur,520000,1,1,0,Land area,640,Partly
Ampang,Kuala Lumpur,520000,1,1,0,Land area,640,Partly
Ampang,Kuala Lumpur,550000,1,1,0,Built-up,640,Fully
Ampang,Kuala Lumpur,450000,1,1,0,Land area,640,Partly
Sri Hartamas,Kuala Lumpur,560000,1,1,0,Built-up,640,Fully
Sri Hartamas,Kuala Lumpur,550000,1,1,0,Built-up,640,Fully
Taman Melawati,Kuala Lumpur,3200000,6,5,0,Land area,6400,Partly
Kuchai Lama,Kuala Lumpur,2100000,5,4,0,Land area,6410,Partly
Damansara Heights,Kuala Lumpur,6500000,5,7,0,Land area,6410,Partly
OUG,Kuala Lumpur,2100000,5,5,0,Land area,6410,Partly
Jalan Klang Lama,Kuala Lumpur,480000,2,2,0,Built-up,645,Partly
Cheras,Kuala Lumpur,300000,3,1,0,Built-up,645,Partly
KL City,Kuala Lumpur,878000,1,1,0,Built-up,646,Partly
Bukit Bintang,Kuala Lumpur,1100000,1,1,0,Built-up,646,Fully
Cheras,Kuala Lumpur,210000,2,2,0,Built-up,646,Unfurnished
KL City,Kuala Lumpur,900000,1,1,0,Built-up,646,Fully
Kepong,Kuala Lumpur,4800000,5,6,0,Land area,6466,Partly
KLCC,Kuala Lumpur,1000000,1,1,0,Built-up,649,Partly
Sungai Besi,Kuala Lumpur,365000,3,2,0,Built-up,650,Fully
Cheras,Kuala Lumpur,130000,3,2,0,Built-up,650,Partly
KL Sentral,Kuala Lumpur,855800,1,1,0,Built-up,650,Partly
Cheras,Kuala Lumpur,158000,3,2,0,Built-up,650,Unfurnished
Sungai Besi,Kuala Lumpur,370000,2,2,0,Built-up,650,Fully
Kepong,Kuala Lumpur,200000,3,2,0,Built-up,650,Partly
Pantai,Kuala Lumpur,250000,3,2,0,Built-up,650,Partly
Kepong,Kuala Lumpur,200000,3,2,0,Built-up,650,Partly
Sungai Besi,Kuala Lumpur,370000,2,2,0,Built-up,650,Fully
Kepong,Kuala Lumpur,185000,3,2,0,Built-up,650,Unfurnished
Cheras,Kuala Lumpur,215000,3,2,0,Built-up,650,Unfurnished
Bukit Bintang,Kuala Lumpur,615000,1,1,0,Built-up,650,Fully
Bukit Bintang,Kuala Lumpur,638000,1,1,0,Built-up,650,Fully
Cheras,Kuala Lumpur,298888,2,2,0,Built-up,650,Unfurnished
Wangsa Maju,Kuala Lumpur,195000,2,1,0,Built-up,650,Unfurnished
Sungai Besi,Kuala Lumpur,370000,2,2,0,Built-up,650,Fully
Bukit Bintang,Kuala Lumpur,1300000,1,1,0,Built-up,650,Fully
Brickfields,Kuala Lumpur,680000,1,1,0,Built-up,650,Fully
Setapak,Kuala Lumpur,215000,3,2,0,Land area,650,Unfurnished
Pandan Jaya,Kuala Lumpur,205000,3,1,0,Land area,650,Partly
Cheras,Kuala Lumpur,165000,3,1,0,Built-up,650,Unfurnished
Setapak,Kuala Lumpur,320000,2,1,0,Built-up,650,Partly
Jinjang,Kuala Lumpur,145000,3,2,0,Built-up,650,Partly
Jinjang,Kuala Lumpur,178000,3,2,0,Built-up,650,Partly
Bukit Bintang,Kuala Lumpur,717000,1,1,0,Built-up,650,Fully
Setapak,Kuala Lumpur,215000,3,2,0,Land area,650,Unfurnished
Setapak,Kuala Lumpur,200000,3,1,0,Built-up,650,Unfurnished
Jalan Klang Lama,Kuala Lumpur,178000,3,2,0,Built-up,650,Unfurnished
Setapak,Kuala Lumpur,220000,3,2,0,Built-up,650,Partly
Sri Petaling,Kuala Lumpur,3500000,6,7,0,Land area,6500,Partly
Sri Petaling,Kuala Lumpur,3000000,5,6,0,Land area,6500,Unfurnished
KL City,Kuala Lumpur,1200000,2,2,0,Built-up,651,Fully
Setapak,Kuala Lumpur,200000,3,1,0,Built-up,653,Partly
Setapak,Kuala Lumpur,215000,3,1,0,Built-up,653,Partly
Mont Kiara,Kuala Lumpur,800000,1,1,0,Built-up,653,Partly
KLCC,Kuala Lumpur,950000,1,1,0,Built-up,655,Fully
KL City,Kuala Lumpur,1134725,1,1,0,Built-up,656,Partly
Bandar Tasik Selatan,Kuala Lumpur,175000,2,1,0,Built-up,656,Unfurnished
Bangsar,Kuala Lumpur,6480000,5,5,0,Land area,6560,Partly
Bangsar,Kuala Lumpur,6480000,5,6,0,Land area,6560,Partly
KL Eco City,Kuala Lumpur,838000,1,1,0,Built-up,657,Fully
KL City,Kuala Lumpur,810000,1,1,0,Built-up,657,Fully
Bangsar,Kuala Lumpur,4300000,5,4,0,Land area,6580,Fully
City Centre,Kuala Lumpur,667000,1,1,0,Built-up,660,Fully
Sungai Besi,Kuala Lumpur,145888,3,1,0,Built-up,660,Partly
Setapak,Kuala Lumpur,353000,2,1,0,Built-up,660,Partly
Setapak,Kuala Lumpur,325000,1,1,0,Built-up,660,Partly
Damansara Heights,Kuala Lumpur,4280000,5,6,0,Land area,6600,Partly
Bangsar,Kuala Lumpur,6500000,4,4,0,Land area,6600,Fully
Mont Kiara,Kuala Lumpur,735000,1,1,0,Built-up,663,Partly
Bukit Bintang,Kuala Lumpur,678000,1,1,0,Built-up,667,Fully
Bukit Jalil,Kuala Lumpur,196000,3,2,0,Built-up,667,Unfurnished
Brickfields,Kuala Lumpur,660000,1,1,0,Built-up,668,Fully
Wangsa Maju,Kuala Lumpur,400000,2,2,0,Built-up,670,Partly
Ampang,Kuala Lumpur,475000,1,1,0,Built-up,672,Fully
Dutamas,Kuala Lumpur,720000,1,1,0,Built-up,672,Fully
Dutamas,Kuala Lumpur,750000,1,1,0,Built-up,672,Fully
Dutamas,Kuala Lumpur,750000,1,1,0,Built-up,672,Fully
Mont Kiara,Kuala Lumpur,690000,1,1,0,Built-up,672,Fully
Mont Kiara,Kuala Lumpur,700000,1,1,0,Built-up,672,Fully
Dutamas,Kuala Lumpur,800000,1,1,0,Built-up,672,Fully
Dutamas,Kuala Lumpur,720000,1,1,0,Built-up,672,Fully
Mont Kiara,Kuala Lumpur,710000,1,1,0,Built-up,676,Partly
KL City,Kuala Lumpur,220000,2,1,0,Built-up,678,Partly
Mont Kiara,Kuala Lumpur,570000,1,1,0,Built-up,678,Unfurnished
Cheras,Kuala Lumpur,420000,1,1,0,Built-up,678,Partly
Damansara Heights,Kuala Lumpur,5000000,7,6,0,Land area,6780,Fully
Cheras,Kuala Lumpur,183000,3,1,0,Built-up,680,Partly
Sri Hartamas,Kuala Lumpur,578000,1,1,0,Built-up,680,Fully
City Centre,Kuala Lumpur,510000,1,1,0,Built-up,680,Fully
Sentul,Kuala Lumpur,165000,3,1,0,Built-up,680,Partly
Sri Hartamas,Kuala Lumpur,530000,1,1,0,Built-up,680,Fully
OUG,Kuala Lumpur,2800000,5,5,0,Land area,6800,Partly
Jalan Ipoh,Kuala Lumpur,420000,2,1,0,Built-up,681,Fully
Cheras,Kuala Lumpur,480000,2,2,0,Built-up,686,Partly
Ampang Hilir,Kuala Lumpur,922944,2,2,0,Built-up,686,Partly
KL City,Kuala Lumpur,738000,1,1,0,Built-up,688,Fully
KL City,Kuala Lumpur,735000,1,1,0,Built-up,688,Fully
KL City,Kuala Lumpur,780000,1,1,0,Land area,688,Fully
Taman Melawati,Kuala Lumpur,2200000,5,3,0,Land area,6882,Partly
KLCC,Kuala Lumpur,1200000,1,1,0,Built-up,689,Partly
KLCC,Kuala Lumpur,689000,1,1,0,Built-up,689,Partly
KLCC,Kuala Lumpur,1200000,1,1,0,Built-up,689,Partly
KL City,Kuala Lumpur,1200000,1,1,0,Built-up,689,Fully
Cheras,Kuala Lumpur,138000,3,2,0,Built-up,690,Partly
Pantai,Kuala Lumpur,208000,3,1,0,Built-up,690,Partly
Damansara Heights,Kuala Lumpur,6800000,6,7,0,Land area,6900,Partly
Desa ParkCity,Kuala Lumpur,8100000,5,6,0,Land area,6900,Partly
Taman Melawati,Kuala Lumpur,4635000,7,6,0,Land area,6900,Partly
Cheras,Kuala Lumpur,4500000,6,6,0,Land area,6900,Fully
Cheras,Kuala Lumpur,4420000,6,6,0,Land area,6900,Fully
Damansara Heights,Kuala Lumpur,4500000,6,5,0,Land area,6910,Partly
Bangsar,Kuala Lumpur,11752100,4,6,0,Land area,6913,Partly
Mont Kiara,Kuala Lumpur,720000,1,1,0,Built-up,692,Fully
Jalan Ipoh,Kuala Lumpur,498000,1,1,0,Built-up,692,Partly
Damansara Heights,Kuala Lumpur,5600000,9,4,0,Land area,6940,Partly
Cheras,Kuala Lumpur,380000,2,1,0,Built-up,695,Fully
Cheras,Kuala Lumpur,395000,2,1,0,Built-up,695,Fully
Cheras,Kuala Lumpur,130000,3,1,0,Built-up,697,Partly
Cheras,Kuala Lumpur,147000,3,1,0,Built-up,697,Partly
Jalan Ipoh,Kuala Lumpur,429900,2,1,0,Built-up,698,Fully
Jalan Ipoh,Kuala Lumpur,440000,2,1,0,Built-up,698,Fully
OUG,Kuala Lumpur,4050000,7,8,0,Land area,6996,Unfurnished
Sri Hartamas,Kuala Lumpur,7300000,6,6,0,Built-up,7000,Partly
Damansara Heights,Kuala Lumpur,6000000,8,8,0,Built-up,7000,Partly
Taman Melawati,Kuala Lumpur,3800000,7,6,0,Built-up,7000,Partly
Taman Melawati,Kuala Lumpur,3800000,7,6,0,Built-up,7000,Partly
Taman Melawati,Kuala Lumpur,3500000,6,6,0,Built-up,7100,Fully
Ampang Hilir,Kuala Lumpur,9490000,6,6,0,Built-up,7287,Partly
Taman Melawati,Kuala Lumpur,4800000,9,9,0,Built-up,7700,Partly
KLCC,Kuala Lumpur,10800000,6,6,0,Built-up,7793,Fully
Desa ParkCity,Kuala Lumpur,588000,1,1,0,Built-up,700,Fully
Setapak,Kuala Lumpur,170000,3,1,0,Land area,700,Partly
Jalan Klang Lama,Kuala Lumpur,288000,2,2,0,Built-up,700,Unfurnished
Bandar Tasik Selatan,Kuala Lumpur,170000,3,1,0,Built-up,700,Unfurnished
KLCC,Kuala Lumpur,1400000,1,1,0,Built-up,700,Partly
Ampang,Kuala Lumpur,460000,2,2,0,Built-up,700,Unfurnished
Pandan Jaya,Kuala Lumpur,430000,2,2,0,Land area,700,Partly
Setapak,Kuala Lumpur,168000,3,1,0,Built-up,700,Unfurnished
Damansara Heights,Kuala Lumpur,6880000,6,6,0,Land area,7000,Partly
Bukit Jalil,Kuala Lumpur,4500000,6,5,0,Land area,7000,Fully
Damansara Heights,Kuala Lumpur,6900000,5,6,0,Land area,7000,Partly
Taman Tun Dr Ismail,Kuala Lumpur,2600000,4,3,0,Land area,7000,Partly
Cheras,Kuala Lumpur,4200000,8,8,0,Land area,7000,Fully
Damansara Heights,Kuala Lumpur,6500000,6,7,0,Land area,7000,Partly
Damansara Heights,Kuala Lumpur,11000000,7,7,0,Land area,7000,Partly
Sri Hartamas,Kuala Lumpur,750000,3,2,0,Land area,700000,Fully
Jinjang,Kuala Lumpur,190000,3,2,0,Built-up,702,Partly
Ampang,Kuala Lumpur,650000,1,1,0,Built-up,705,Fully
Cheras,Kuala Lumpur,2980000,6,6,0,Land area,7057,Unfurnished
KL City,Kuala Lumpur,900000,1,1,0,Built-up,706,Fully
KL City,Kuala Lumpur,880000,1,1,0,Built-up,706,Fully
City Centre,Kuala Lumpur,500000,1,1,0,Built-up,707,Fully
Sri Petaling,Kuala Lumpur,1730000,4,4,0,Land area,2940,Fully
Ampang,Kuala Lumpur,320000,3,2,0,Built-up,710,Partly
KLCC,Kuala Lumpur,900000,1,2,0,Built-up,710,Fully
KL Eco City,Kuala Lumpur,895000,1,1,0,Built-up,710,Partly
Pandan Indah,Kuala Lumpur,210000,3,1,0,Built-up,710,Partly
Wangsa Maju,Kuala Lumpur,230000,3,2,0,Built-up,710,Unfurnished
KLCC,Kuala Lumpur,795000,2,1,0,Built-up,713,Fully
KL City,Kuala Lumpur,998000,2,2,0,Built-up,714,Partly
Setapak,Kuala Lumpur,230000,3,2,0,Built-up,715,Fully
Taman Desa,Kuala Lumpur,527000,2,2,0,Built-up,715,Unfurnished
Taman Desa,Kuala Lumpur,510000,2,2,0,Built-up,715,Partly
Taman Desa,Kuala Lumpur,569000,2,2,0,Built-up,715,Fully
Jalan Klang Lama,Kuala Lumpur,2280000,4,3,0,Land area,7167,Partly
Segambut,Kuala Lumpur,540000,2,2,0,Built-up,717,Unfurnished
Bukit Bintang,Kuala Lumpur,2700000,1,2,0,Built-up,718,Fully
Bukit Bintang,Kuala Lumpur,2525000,1,1,0,Built-up,718,Fully
Cheras,Kuala Lumpur,478000,2,2,0,Built-up,719,Unfurnished
Kepong,Kuala Lumpur,105000,3,2,0,Built-up,720,Partly
KLCC,Kuala Lumpur,3200,2,1,0,Built-up,720,Fully
Jinjang,Kuala Lumpur,189000,3,2,0,Built-up,720,Partly
Cheras,Kuala Lumpur,495000,2,2,0,Built-up,720,Fully
Seputeh,Kuala Lumpur,2350000,4,3,0,Land area,7200,Partly
Kuchai Lama,Kuala Lumpur,280000,3,2,0,Built-up,721,Partly
KL City,Kuala Lumpur,1255199,1,1,0,Built-up,721,Partly
Kepong,Kuala Lumpur,150000,3,2,0,Land area,721,Partly
KLCC,Kuala Lumpur,721000,1,1,0,Built-up,721,Partly
Bukit Jalil,Kuala Lumpur,670000,2,2,0,Built-up,721,Fully
Desa Pandan,Kuala Lumpur,270000,4,2,0,Built-up,721,Fully
Bukit Bintang,Kuala Lumpur,760000,2,2,0,Built-up,722,Fully
KLCC,Kuala Lumpur,1300000,1,1,0,Built-up,722,Partly
KLCC,Kuala Lumpur,1400000,1,1,0,Built-up,722,Partly
Setapak,Kuala Lumpur,180000,3,2,0,Built-up,723,Partly
Mont Kiara,Kuala Lumpur,600000,1,1,0,Built-up,725,Fully
Desa Petaling,Kuala Lumpur,380000,2,2,0,Built-up,727,Fully
Cheras,Kuala Lumpur,282000,3,2,0,Built-up,730,Partly
Jalan Klang Lama,Kuala Lumpur,560000,2,1,0,Built-up,730,Partly
Jalan Klang Lama,Kuala Lumpur,500000,2,2,0,Built-up,730,Partly
Mont Kiara,Kuala Lumpur,6600000,6,6,0,Land area,7300,Partly
Cheras,Kuala Lumpur,2600000,7,8,0,Land area,7300,Unfurnished
Kepong,Kuala Lumpur,170000,3,2,0,Built-up,731,Unfurnished
Dutamas,Kuala Lumpur,900000,1,1,0,Built-up,731,Unfurnished
Mont Kiara,Kuala Lumpur,6800000,5,7,0,Land area,7311,Partly
KL City,Kuala Lumpur,780000,1,1,0,Built-up,732,Partly
KL City,Kuala Lumpur,810000,1,1,0,Built-up,732,Unfurnished
KL City,Kuala Lumpur,750000,1,1,0,Built-up,732,Partly
KL City,Kuala Lumpur,780000,1,1,0,Built-up,732,Fully
KL City,Kuala Lumpur,780000,1,1,0,Land area,732,Partly
Desa Petaling,Kuala Lumpur,310000,3,2,0,Land area,732,Unfurnished
Segambut,Kuala Lumpur,230000,3,2,0,Built-up,735,Partly
Wangsa Maju,Kuala Lumpur,245000,3,2,0,Built-up,735,Unfurnished
Cheras,Kuala Lumpur,515000,2,2,0,Built-up,736,Partly
Titiwangsa,Kuala Lumpur,560000,2,1,0,Built-up,737,Partly
Sentul,Kuala Lumpur,690000,2,2,0,Built-up,738,Partly
Jalan Klang Lama,Kuala Lumpur,460000,1,1,0,Built-up,739,Fully
Jalan Klang Lama,Kuala Lumpur,268000,2,2,0,Built-up,739,Partly
Desa ParkCity,Kuala Lumpur,817000,1,1,0,Built-up,743,Partly
KLCC,Kuala Lumpur,743000,1,1,0,Built-up,743,Partly
Mont Kiara,Kuala Lumpur,680000,1,1,0,Built-up,743,Partly
Mont Kiara,Kuala Lumpur,640000,1,1,0,Built-up,743,Fully
KLCC,Kuala Lumpur,1150000,2,2,0,Built-up,744,Fully
KLCC,Kuala Lumpur,1068000,2,2,0,Built-up,744,Fully
KL City,Kuala Lumpur,730000,1,1,0,Built-up,744,Fully
