Location 1,Location 2,Price,Rooms,Bathrooms,Car Parks,Type,Area (in Square meter),Furnishing
Sri Petaling,Kuala Lumpur,430000,3,2,0,Land area,825,Partly
Cheras,Kuala Lumpur,325000,2,1,0,Land area,900,Unfurnished
Segambut,Kuala Lumpur,500000,3,3,0,Land area,1600,Partly
Seputeh,Kuala Lumpur,1800000,4,3,0,Land area,1600,Partly
Setiawangsa,Kuala Lumpur,880000,5,3,0,Land area,1600,Partly
Setiawangsa,Kuala Lumpur,880000,5,3,0,Land area,1600,Partly
Jalan Klang Lama,Kuala Lumpur,760000,3,2,0,Land area,1600,Partly
Sungai Besi,Kuala Lumpur,1070000,5,5,0,Land area,1600,Fully
Pantai,Kuala Lumpur,13000000,5,7,0,Land area,16000,Fully
Cheras,Kuala Lumpur,420000,3,2,0,Land area,1609,Unfurnished
Cheras,Kuala Lumpur,750000,4,3,0,Land area,1610,Partly
Damansara Heights,Kuala Lumpur,1530000,4,3,0,Land area,1628,Partly
Jalan Kuching,Kuala Lumpur,768000,4,3,0,Land area,1646,Unfurnished
KL Eco City,Kuala Lumpur,1804275,3,2,0,Land area,1647,Partly
KL Eco City,Kuala Lumpur,1804275,3,2,0,Land area,1647,Partly
KL Eco City,Kuala Lumpur,1804275,3,2,0,Land area,1647,Unfurnished
KL Eco City,Kuala Lumpur,1804275,3,2,0,Land area,1647,Partly
KL Eco City,Kuala Lumpur,1804275,3,2,0,Land area,1647,Partly
Kepong,Kuala Lumpur,1580000,4,3,0,Land area,1650,Fully
Kepong,Kuala Lumpur,910000,4,3,0,Land area,1650,Partly
Alam Damai,Kuala Lumpur,880000,4,4,0,Land area,1650,Partly
Kepong,Kuala Lumpur,680000,3,2,0,Land area,1650,Partly
Desa ParkCity,Kuala Lumpur,2450000,5,5,0,Land area,1650,Partly
Desa ParkCity,Kuala Lumpur,2600000,4,4,0,Land area,1650,Fully
Desa ParkCity,Kuala Lumpur,2600000,4,4,0,Land area,1650,Partly
Desa ParkCity,Kuala Lumpur,2450000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,700000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,866000,4,3,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,1580000,4,3,0,Land area,1650,Fully
Kepong,Kuala Lumpur,550000,3,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,880000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,850000,4,3,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,1050000,4,3,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,960000,4,3,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,1050000,5,3,0,Land area,1650,Unfurnished
Sunway SPK,Kuala Lumpur,1600000,5,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,948000,4,3,0,Land area,1650,Fully
Desa ParkCity,Kuala Lumpur,2080000,4,3,0,Land area,1650,Partly
Kuchai Lama,Kuala Lumpur,980000,5,3,0,Land area,1650,Partly
OUG,Kuala Lumpur,880000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,770000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,780000,5,3,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,1380000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,679000,5,3,0,Land area,1650,Unfurnished
OUG,Kuala Lumpur,1400000,5,4,0,Land area,1650,Partly
Cheras,Kuala Lumpur,700000,5,3,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,800000,5,3,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,498000,3,2,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,1300000,4,3,0,Land area,1650,Partly
Ampang,Kuala Lumpur,20000000,8,7,0,Land area,16597,Partly
Salak Selatan,Kuala Lumpur,600000,3,2,0,Land area,1680,Partly
Kepong,Kuala Lumpur,388000,2,3,0,Land area,688,Partly
Kepong,Kuala Lumpur,560000,3,2,0,Land area,880,Partly
Segambut,Kuala Lumpur,668000,3,3,0,Land area,880,Fully
Wangsa Maju,Kuala Lumpur,485000,3,2,0,Land area,880,Unfurnished
Setapak,Kuala Lumpur,500000,3,3,0,Land area,880,Unfurnished
Setapak,Kuala Lumpur,475000,3,2,0,Land area,880,Partly
Wangsa Maju,Kuala Lumpur,420000,3,2,0,Land area,880,Partly
Sri Petaling,Kuala Lumpur,630000,4,3,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,560000,3,2,0,Land area,880,Unfurnished
Setapak,Kuala Lumpur,600000,3,2,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,595000,2,2,0,Land area,880,Partly
Segambut,Kuala Lumpur,630000,3,3,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,595000,3,2,0,Land area,880,Partly
Jalan Kuching,Kuala Lumpur,520000,3,2,0,Land area,880,Partly
Kepong,Kuala Lumpur,430000,3,2,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,590000,3,2,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,620000,3,2,0,Land area,880,Fully
Kepong,Kuala Lumpur,570000,3,2,0,Land area,880,Partly
Setapak,Kuala Lumpur,590000,3,2,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,680000,3,2,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,680000,3,2,0,Land area,880,Partly
Gombak,Kuala Lumpur,365000,3,2,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,688000,3,2,0,Land area,880,Partly
Segambut,Kuala Lumpur,598000,3,3,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,560000,3,2,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,650000,3,2,0,Land area,880,Partly
Bandar Menjalara,Kuala Lumpur,680000,3,3,0,Land area,880,Partly
Kepong,Kuala Lumpur,555000,4,3,0,Land area,880,Partly
Kepong,Kuala Lumpur,680000,3,3,0,Land area,960,Unfurnished
Wangsa Maju,Kuala Lumpur,520000,3,2,0,Land area,960,Partly
Cheras,Kuala Lumpur,560000,3,3,0,Land area,960,Fully
Bandar Menjalara,Kuala Lumpur,588000,3,2,0,Land area,960,Partly
Segambut,Kuala Lumpur,660000,3,3,0,Land area,960,Partly
Segambut,Kuala Lumpur,650000,3,3,0,Land area,960,Partly
Ampang Hilir,Kuala Lumpur,20000000,7,8,0,Built-up,17000,Unfurnished
Kepong,Kuala Lumpur,838000,4,3,0,Land area,1700,Partly
Ampang Hilir,Kuala Lumpur,14500000,6,6,0,Land area,17167,Partly
Bukit Jalil,Kuala Lumpur,950000,6,4,0,Land area,1722,Unfurnished
Taman Desa,Kuala Lumpur,1250000,4,3,0,Land area,1750,Partly
Cheras,Kuala Lumpur,638000,3,0,0,Land area,1750,Partly
Jalan Klang Lama,Kuala Lumpur,725000,4,2,0,Land area,1760,Unfurnished
Desa ParkCity,Kuala Lumpur,2450000,6,6,0,Land area,1760,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1650000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,715000,3,2,0,Land area,1760,Partly
Desa ParkCity,Kuala Lumpur,2400000,6,5,0,Land area,1760,Partly
Kepong,Kuala Lumpur,790000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,830000,4,3,0,Land area,1760,Unfurnished
Kepong,Kuala Lumpur,950000,3,4,0,Land area,1760,Partly
Kepong,Kuala Lumpur,1180000,5,3,0,Land area,1760,Partly
Desa ParkCity,Kuala Lumpur,2300000,6,6,0,Land area,1760,Partly
Kepong,Kuala Lumpur,690000,3,2,0,Land area,1760,Partly
Kepong,Kuala Lumpur,850000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,850000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,820000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,850000,4,3,0,Land area,1760,Partly
Bangsar,Kuala Lumpur,1590000,5,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,690000,3,2,0,Land area,1760,Unfurnished
Bangsar,Kuala Lumpur,1750000,4,3,0,Land area,1760,Partly
KLCC,Kuala Lumpur,4000000,3,3,0,Land area,1768,Unfurnished
Cheras,Kuala Lumpur,498000,4,3,0,Land area,1080,Unfurnished
Pandan Indah,Kuala Lumpur,600000,4,3,0,Land area,1080,Partly
Cheras,Kuala Lumpur,540000,4,3,0,Land area,1170,Partly
Cheras,Kuala Lumpur,578000,3,3,0,Land area,1170,Fully
Cheras,Kuala Lumpur,530000,3,3,0,Land area,1170,Partly
Wangsa Maju,Kuala Lumpur,900000,5,3,0,Land area,1620,Partly
Bangsar,Kuala Lumpur,1300000,3,2,0,Land area,1800,Unfurnished
Taman Tun Dr Ismail,Kuala Lumpur,1650000,4,3,0,Land area,1800,Partly
Cheras,Kuala Lumpur,630000,4,3,0,Land area,1800,Unfurnished
Pandan Indah,Kuala Lumpur,920000,5,3,0,Land area,1800,Fully
Taman Tun Dr Ismail,Kuala Lumpur,1930000,5,3,0,Land area,1800,Partly
Bangsar,Kuala Lumpur,3500000,5,5,0,Land area,1800,Partly
Bangsar,Kuala Lumpur,5500000,5,5,0,Land area,1800,Partly
Cheras,Kuala Lumpur,1100000,5,5,0,Land area,1800,Unfurnished
Desa ParkCity,Kuala Lumpur,2300000,4,3,0,Land area,1826,Partly
Bangsar,Kuala Lumpur,1350000,4,2,0,Land area,1870,Partly
Kepong,Kuala Lumpur,828000,4,3,0,Land area,1870,Partly
Kepong,Kuala Lumpur,1600000,6,7,0,Land area,1870,Partly
Bangsar,Kuala Lumpur,1250000,4,2,0,Land area,1870,Unfurnished
Kepong,Kuala Lumpur,670000,5,2,0,Land area,1870,Partly
Kepong,Kuala Lumpur,550000,3,2,0,Land area,1870,Unfurnished
Kepong,Kuala Lumpur,900000,4,3,0,Land area,1873,Unfurnished
Jalan Ipoh,Kuala Lumpur,561100,4,4,0,Land area,1879,Unfurnished
Cheras,Kuala Lumpur,450000,3,2,0,Land area,990,Partly
Jalan Ipoh,Kuala Lumpur,608000,4,3,0,Land area,990,Partly
Jalan Ipoh,Kuala Lumpur,590000,4,3,0,Land area,990,Partly
Kepong,Kuala Lumpur,748000,3,3,0,Land area,990,Partly
Taman Melawati,Kuala Lumpur,580000,3,2,0,Land area,1080,Partly
Wangsa Maju,Kuala Lumpur,670000,4,2,0,Land area,1080,Partly
Pandan Perdana,Kuala Lumpur,600000,4,3,0,Land area,1080,Unfurnished
Cheras,Kuala Lumpur,580000,4,2,0,Land area,1080,Unfurnished
Kepong,Kuala Lumpur,620000,4,3,0,Land area,1080,Fully
Bandar Damai Perdana,Kuala Lumpur,678000,4,3,0,Land area,1080,Fully
Sri Petaling,Kuala Lumpur,648000,4,3,0,Land area,1080,Partly
Bandar Damai Perdana,Kuala Lumpur,528000,4,3,0,Land area,1080,Unfurnished
Cheras,Kuala Lumpur,530000,4,3,0,Land area,1080,Unfurnished
Cheras,Kuala Lumpur,499000,4,3,0,Land area,1080,Unfurnished
Cheras,Kuala Lumpur,658000,4,3,0,Land area,1080,Partly
Wangsa Maju,Kuala Lumpur,620000,4,2,0,Land area,1080,Partly
Cheras,Kuala Lumpur,665000,4,3,0,Land area,1080,Partly
Pandan Indah,Kuala Lumpur,828000,4,2,0,Land area,1170,Partly
Cheras,Kuala Lumpur,580000,4,3,0,Land area,1170,Partly
Kepong,Kuala Lumpur,700000,3,2,0,Land area,1170,Partly
Cheras,Kuala Lumpur,590000,4,3,0,Land area,1170,Unfurnished
Kepong,Kuala Lumpur,520000,4,2,0,Land area,1170,Unfurnished
Kepong,Kuala Lumpur,550000,4,2,0,Land area,1170,Unfurnished
Bandar Damai Perdana,Kuala Lumpur,580000,4,3,0,Land area,1170,Fully
Cheras,Kuala Lumpur,598000,4,3,0,Land area,1170,Unfurnished
Cheras,Kuala Lumpur,580000,4,3,0,Land area,1170,Unfurnished
Jalan Ipoh,Kuala Lumpur,650000,4,3,0,Land area,1170,Partly
Taman Melawati,Kuala Lumpur,650000,4,3,0,Land area,1260,Partly
Taman Melawati,Kuala Lumpur,610000,3,2,0,Land area,1260,Partly
Taman Melawati,Kuala Lumpur,630000,3,2,0,Land area,1260,Partly
Bandar Tasik Selatan,Kuala Lumpur,650000,4,3,0,Land area,1260,Partly
Pandan Perdana,Kuala Lumpur,608000,4,3,0,Land area,1350,Partly
Desa ParkCity,Kuala Lumpur,1650000,3,3,0,Land area,1900,Partly
Desa ParkCity,Kuala Lumpur,1550000,3,3,0,Land area,1900,Partly
Kuchai Lama,Kuala Lumpur,930000,6,4,0,Land area,1908,Partly
Bangsar,Kuala Lumpur,1650000,4,3,0,Land area,1920,Unfurnished
Cheras,Kuala Lumpur,760000,4,3,0,Land area,1920,Partly
Desa ParkCity,Kuala Lumpur,1650000,3,3,0,Land area,1920,Partly
Sentul,Kuala Lumpur,1350000,6,5,0,Land area,1920,Partly
Jalan Klang Lama,Kuala Lumpur,951000,4,3,0,Built-up,2000,Partly
Bangsar,Kuala Lumpur,1080000,3,4,0,Built-up,2000,Partly
Bandar Tasik Selatan,Kuala Lumpur,1300000,4,3,0,Built-up,2000,Unfurnished
Jalan Ipoh,Kuala Lumpur,620000,4,3,0,Built-up,2000,Unfurnished
Bukit Bintang,Kuala Lumpur,2900000,3,5,0,Built-up,2013,Fully
Bangsar,Kuala Lumpur,1100000,3,3,0,Built-up,2021,Fully
Ampang,Kuala Lumpur,2000000,1,3,0,Built-up,2023,Partly
OUG,Kuala Lumpur,760000,4,3,0,Built-up,2056,Partly
Mont Kiara,Kuala Lumpur,1572000,5,4,0,Built-up,2065,Partly
Desa ParkCity,Kuala Lumpur,1550000,3,4,0,Built-up,2066,Partly
Desa ParkCity,Kuala Lumpur,1550000,3,4,0,Built-up,2066,Partly
Desa ParkCity,Kuala Lumpur,1650000,4,4,0,Built-up,2066,Fully
Desa ParkCity,Kuala Lumpur,1700000,4,4,0,Built-up,2066,Fully
Bangsar South,Kuala Lumpur,1600000,3,3,0,Built-up,2068,Fully
Bangsar South,Kuala Lumpur,1550000,3,3,0,Built-up,2068,Partly
Bangsar South,Kuala Lumpur,1700000,4,3,0,Built-up,2068,Fully
Setapak,Kuala Lumpur,590000,3,2,0,Built-up,2070,Partly
Mont Kiara,Kuala Lumpur,1380000,3,3,0,Built-up,2095,Fully
Mont Kiara,Kuala Lumpur,1150000,3,3,0,Built-up,2100,Fully
Cheras,Kuala Lumpur,820000,4,3,0,Built-up,2100,Fully
Desa ParkCity,Kuala Lumpur,2000000,3,4,0,Built-up,2100,Unfurnished
Desa ParkCity,Kuala Lumpur,1950000,4,4,0,Built-up,2100,Partly
Bukit Tunku,Kuala Lumpur,1550000,3,4,0,Built-up,2100,Fully
Setapak,Kuala Lumpur,690000,3,2,0,Built-up,2110,Fully
Dutamas,Kuala Lumpur,990000,4,5,0,Built-up,2111,Fully
Cheras,Kuala Lumpur,798000,4,3,0,Built-up,2150,Fully
Bukit Bintang,Kuala Lumpur,2250000,3,3,0,Built-up,2153,Fully
Mont Kiara,Kuala Lumpur,1450000,4,4,0,Built-up,2163,Fully
Mont Kiara,Kuala Lumpur,1616000,5,5,0,Built-up,2163,Partly
KLCC,Kuala Lumpur,1850000,3,3,0,Built-up,2174,Partly
Mont Kiara,Kuala Lumpur,1300000,4,5,0,Built-up,2174,Partly
Bangsar,Kuala Lumpur,1800000,3,3,0,Built-up,2200,Fully
Mont Kiara,Kuala Lumpur,1980000,3,3,0,Built-up,2201,Fully
Mont Kiara,Kuala Lumpur,1300000,4,4,0,Built-up,2208,Fully
Mont Kiara,Kuala Lumpur,1150000,4,4,0,Built-up,2208,Fully
Mont Kiara,Kuala Lumpur,1130000,4,4,0,Built-up,2208,Unfurnished
KLCC,Kuala Lumpur,5570000,4,4,0,Built-up,2228,Fully
KLCC,Kuala Lumpur,5570000,3,3,0,Built-up,2228,Unfurnished
Bangsar,Kuala Lumpur,1350000,3,2,0,Built-up,2238,Unfurnished
KLCC,Kuala Lumpur,1818500,4,3,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818450,4,3,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818500,4,3,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818500,4,3,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818500,4,3,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818500,4,3,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818500,4,3,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818450,5,4,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818450,5,4,0,Built-up,2250,Partly
KLCC,Kuala Lumpur,1818450,5,4,0,Built-up,2250,Partly
City Centre,Kuala Lumpur,3632000,4,4,0,Built-up,2270,Partly
Bukit Tunku,Kuala Lumpur,2100000,4,5,0,Built-up,2271,Fully
Taman Tun Dr Ismail,Kuala Lumpur,1750000,2,2,0,Built-up,2280,Partly
Kepong,Kuala Lumpur,999999,4,3,0,Built-up,2287,Partly
Mont Kiara,Kuala Lumpur,2310000,3,3,0,Built-up,2291,Partly
KLCC,Kuala Lumpur,2770800,3,3,0,Built-up,2309,Unfurnished
Taman Melawati,Kuala Lumpur,880000,5,3,0,Built-up,2324,Partly
KLCC,Kuala Lumpur,3400000,4,1,0,Built-up,2326,Fully
Dutamas,Kuala Lumpur,1350000,6,4,0,Built-up,2353,Fully
Taman Melawati,Kuala Lumpur,1550000,3,3,0,Built-up,2400,Unfurnished
Taman Melawati,Kuala Lumpur,1880000,3,3,0,Built-up,2400,Fully
Taman Melawati,Kuala Lumpur,1650000,3,3,0,Built-up,2400,Unfurnished
Taman Melawati,Kuala Lumpur,1550000,3,3,0,Built-up,2400,Unfurnished
Kepong,Kuala Lumpur,999999,4,3,0,Built-up,2400,Partly
Bukit Bintang,Kuala Lumpur,4350000,3,3,0,Built-up,2405,Fully
KLCC,Kuala Lumpur,1920000,4,5,0,Built-up,2410,Fully
Pantai,Kuala Lumpur,1450000,5,5,0,Built-up,2415,Unfurnished
KLCC,Kuala Lumpur,2900000,3,3,0,Built-up,2416,Fully
Bukit Bintang,Kuala Lumpur,2750000,4,4,0,Built-up,2416,Fully
Taman Tun Dr Ismail,Kuala Lumpur,2250000,4,4,0,Built-up,2426,Partly
Dutamas,Kuala Lumpur,1550000,4,5,0,Built-up,2440,Fully
Mont Kiara,Kuala Lumpur,2100000,4,4,0,Built-up,2441,Fully
Mont Kiara,Kuala Lumpur,2420000,3,3,0,Built-up,2470,Partly
Taman Desa,Kuala Lumpur,1500000,4,5,0,Built-up,2500,Fully
Mont Kiara,Kuala Lumpur,1800000,5,5,0,Built-up,2500,Fully
Cheras,Kuala Lumpur,890000,4,3,0,Built-up,2500,Partly
KLCC,Kuala Lumpur,2530000,4,4,0,Built-up,2500,Partly
Cheras,Kuala Lumpur,720000,4,3,0,Built-up,2500,Partly
Desa ParkCity,Kuala Lumpur,2200000,4,3,0,Built-up,2530,Fully
Desa ParkCity,Kuala Lumpur,1990000,4,4,0,Built-up,2530,Partly
Mont Kiara,Kuala Lumpur,1980000,4,3,0,Built-up,2535,Fully
Bukit Jalil,Kuala Lumpur,800000,5,4,0,Built-up,2542,Unfurnished
Setapak,Kuala Lumpur,700000,6,3,0,Built-up,2555,Partly
Desa ParkCity,Kuala Lumpur,2250000,3,2,0,Built-up,2600,Partly
Sungai Besi,Kuala Lumpur,1100000,5,4,0,Built-up,2600,Unfurnished
KLCC,Kuala Lumpur,5854000,4,3,0,Built-up,2600,Fully
Bukit Bintang,Kuala Lumpur,4450000,4,5,0,Built-up,2645,Fully
Mont Kiara,Kuala Lumpur,1680000,4,3,0,Built-up,2648,Fully
Ampang Hilir,Kuala Lumpur,2700000,3,4,0,Built-up,2660,Fully
Ampang Hilir,Kuala Lumpur,2700000,3,4,0,Built-up,2660,Fully
Ampang Hilir,Kuala Lumpur,2700000,3,4,0,Built-up,2660,Fully
Ampang Hilir,Kuala Lumpur,2700000,3,4,0,Built-up,2660,Fully
Wangsa Maju,Kuala Lumpur,1400000,4,3,0,Built-up,2669,Partly
Damansara Heights,Kuala Lumpur,3790000,4,5,0,Built-up,2702,Partly
Damansara Heights,Kuala Lumpur,3619999,1,1,0,Built-up,2703,Partly
Ampang Hilir,Kuala Lumpur,1550000,4,4,0,Built-up,2745,Unfurnished
Mont Kiara,Kuala Lumpur,2180000,5,5,0,Built-up,2766,Partly
Other,Kuala Lumpur,1100000,4,3,0,Built-up,2770,Unfurnished
Setapak,Kuala Lumpur,1250000,5,4,0,Built-up,2800,Partly
Setapak,Kuala Lumpur,1200000,5,4,0,Built-up,2800,Partly
Setapak,Kuala Lumpur,1400000,5,4,0,Built-up,2800,Fully
Jalan Ipoh,Kuala Lumpur,1250000,4,3,0,Built-up,2800,Partly
KLCC,Kuala Lumpur,3100000,3,4,0,Built-up,2808,Fully
Desa ParkCity,Kuala Lumpur,1250000,4,4,0,Built-up,2820,Partly
Cheras,Kuala Lumpur,728000,4,3,0,Land area,1300,Partly
Cheras,Kuala Lumpur,728000,4,3,0,Land area,1300,Partly
Kuchai Lama,Kuala Lumpur,1300000,4,3,0,Land area,1300,Unfurnished
Cheras,Kuala Lumpur,690000,4,4,0,Land area,1300,Partly
Bandar Damai Perdana,Kuala Lumpur,620000,4,3,0,Land area,1300,Partly
Puchong,Kuala Lumpur,600000,3,2,0,Land area,1400,Partly
Cheras,Kuala Lumpur,599000,4,3,0,Land area,1400,Partly
Puchong,Kuala Lumpur,630000,4,3,0,Land area,1400,Partly
Cheras,Kuala Lumpur,650000,4,3,0,Land area,1400,Partly
Kepong,Kuala Lumpur,680000,3,2,0,Land area,1400,Unfurnished
Cheras,Kuala Lumpur,880000,5,2,0,Land area,1400,Fully
Sungai Besi,Kuala Lumpur,1100000,5,4,0,Land area,1500,Partly
Sungai Besi,Kuala Lumpur,1215000,5,4,0,Land area,1500,Fully
Kepong,Kuala Lumpur,920000,5,3,0,Land area,1600,Partly
Sungai Besi,Kuala Lumpur,1150000,5,4,0,Land area,1600,Partly
OUG,Kuala Lumpur,905000,4,3,0,Land area,1600,Partly
Sungai Besi,Kuala Lumpur,1100000,5,4,0,Land area,1600,Partly
Jalan Ipoh,Kuala Lumpur,850000,3,3,0,Land area,1600,Fully
Setiawangsa,Kuala Lumpur,925000,4,3,0,Land area,1400,Partly
Sri Hartamas,Kuala Lumpur,3600000,4,4,0,Land area,2000,Partly
Sri Hartamas,Kuala Lumpur,3600000,4,4,0,Land area,2000,Fully
Sri Hartamas,Kuala Lumpur,3600000,4,4,0,Land area,2000,Fully
Mont Kiara,Kuala Lumpur,3695000,4,6,0,Land area,2000,Fully
Mont Kiara,Kuala Lumpur,3600000,4,6,0,Land area,2000,Partly
Sri Hartamas,Kuala Lumpur,3500000,4,5,0,Land area,2000,Partly
Ampang,Kuala Lumpur,1590000,3,2,0,Land area,2000,Fully
Mont Kiara,Kuala Lumpur,3600000,4,6,0,Land area,2000,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1250000,4,3,0,Land area,2000,Partly
Ampang,Kuala Lumpur,1550000,6,5,0,Land area,2000,Partly
Bangsar,Kuala Lumpur,7300000,7,5,0,Land area,20000,Fully
Taman Melawati,Kuala Lumpur,1900000,6,7,0,Land area,2025,Fully
Sungai Besi,Kuala Lumpur,1300000,4,5,0,Land area,2030,Unfurnished
Ampang Hilir,Kuala Lumpur,1900000,4,3,0,Land area,2034,Unfurnished
Bukit Jalil,Kuala Lumpur,1950000,5,4,0,Land area,2040,Partly
Bukit Jalil,Kuala Lumpur,1850000,5,4,0,Land area,2040,Partly
Bukit Jalil,Kuala Lumpur,1800000,5,4,0,Land area,2040,Partly
Bukit Jalil,Kuala Lumpur,1800000,5,4,0,Land area,2040,Partly
Bukit Jalil,Kuala Lumpur,1800000,4,4,0,Land area,2040,Fully
Bukit Jalil,Kuala Lumpur,2000000,5,4,0,Land area,2040,Partly
Bukit Jalil,Kuala Lumpur,1800000,5,4,0,Land area,2040,Partly
Bandar Menjalara,Kuala Lumpur,1380000,5,3,0,Land area,2068,Unfurnished
Bangsar,Kuala Lumpur,15600000,7,5,0,Land area,20850,Partly
Kepong,Kuala Lumpur,1050000,4,3,0,Land area,2000,Fully
Sri Hartamas,Kuala Lumpur,2100,2,1,0,Land area,2000,Unfurnished
Jalan Ipoh,Kuala Lumpur,1300000,5,3,0,Land area,2060,Fully
Jalan Ipoh,Kuala Lumpur,1300000,5,3,0,Land area,2060,Partly
Cheras,Kuala Lumpur,615000,4,3,0,Land area,1200,Partly
Kepong,Kuala Lumpur,630000,4,2,0,Land area,1200,Partly
Bandar Damai Perdana,Kuala Lumpur,680000,4,3,0,Land area,1200,Fully
Bandar Damai Perdana,Kuala Lumpur,620000,4,3,0,Land area,1200,Partly
Bandar Damai Perdana,Kuala Lumpur,590000,4,3,0,Land area,1200,Partly
Cheras,Kuala Lumpur,630000,4,3,0,Land area,1200,Partly
Kepong,Kuala Lumpur,630000,4,3,0,Land area,1200,Partly
Cheras,Kuala Lumpur,648000,4,3,0,Land area,1200,Partly
Cheras,Kuala Lumpur,680000,4,3,0,Land area,1200,Partly
Ampang,Kuala Lumpur,460000,3,2,0,Land area,1200,Partly
Bandar Damai Perdana,Kuala Lumpur,628000,4,3,0,Land area,1200,Partly
Cheras,Kuala Lumpur,650000,4,3,0,Land area,1200,Partly
Cheras,Kuala Lumpur,530000,4,3,0,Land area,1200,Unfurnished
Segambut,Kuala Lumpur,1350000,5,4,0,Land area,1200,Partly
Kepong,Kuala Lumpur,688000,3,2,0,Land area,1300,Partly
Setapak,Kuala Lumpur,600000,3,1,0,Land area,1300,Unfurnished
Setapak,Kuala Lumpur,500000,7,3,0,Land area,1300,Unfurnished
Setapak,Kuala Lumpur,570000,5,2,0,Land area,1300,Partly
Cheras,Kuala Lumpur,650000,4,3,0,Land area,1300,Partly
Pandan Perdana,Kuala Lumpur,499000,3,2,0,Land area,1300,Unfurnished
Cheras,Kuala Lumpur,795000,6,6,0,Land area,1300,Partly
Ampang,Kuala Lumpur,528000,3,2,0,Land area,1300,Partly
Ampang,Kuala Lumpur,685000,4,3,0,Land area,1300,Partly
Damansara,Kuala Lumpur,650000,3,2,0,Land area,1300,Partly
Bandar Damai Perdana,Kuala Lumpur,670000,4,3,0,Land area,1300,Partly
Bandar Damai Perdana,Kuala Lumpur,690000,4,3,0,Land area,1300,Partly
Kepong,Kuala Lumpur,798000,6,4,0,Land area,1300,Partly
Setapak,Kuala Lumpur,500000,7,3,0,Land area,1300,Partly
Kepong,Kuala Lumpur,780000,4,3,0,Land area,1300,Partly
Kepong,Kuala Lumpur,500000,3,2,0,Land area,1300,Partly
Cheras,Kuala Lumpur,585000,4,3,0,Land area,1300,Unfurnished
Bandar Damai Perdana,Kuala Lumpur,680000,4,3,0,Land area,1300,Partly
Bandar Damai Perdana,Kuala Lumpur,650000,4,3,0,Land area,1300,Unfurnished
Bandar Damai Perdana,Kuala Lumpur,600000,4,3,0,Land area,1300,Partly
Bandar Damai Perdana,Kuala Lumpur,636000,4,3,0,Land area,1300,Partly
Cheras,Kuala Lumpur,680000,4,3,0,Land area,1300,Partly
Cheras,Kuala Lumpur,420000,3,2,0,Land area,1300,Unfurnished
Cheras,Kuala Lumpur,750000,4,3,0,Land area,1300,Unfurnished
Setapak,Kuala Lumpur,430000,4,2,0,Land area,1300,Partly
Kepong,Kuala Lumpur,565000,3,2,0,Land area,1300,Partly
Cheras,Kuala Lumpur,568000,4,3,0,Land area,1300,Partly
Kepong,Kuala Lumpur,950000,4,3,0,Land area,1400,Partly
Kepong,Kuala Lumpur,1100000,6,4,0,Land area,1400,Partly
